Financial Year,Quarter Ending,HSC Trust,Hospital,Programme of Care,Specialty,Total Available Beds,Average Available Beds,Total Occupied Beds,Average Occupied Beds,Total Inpatients,Total Day Case,Elective Inpatient,Non Elective Inpatient,Day Case,Regular Attenders
2015-2016,30-Sep-15,Belfast,Royal Maternity,Maternity & Child Health,Obstetrics,"4,508",12.3,"4,737",12.9,"1,896",342,0,0,0,0
2015-2016,30-Sep-15,Belfast,Royal Maternity,Maternity & Child Health,Well Babies Paed,"3,128",8.5,"1,765",4.8,"1,194",0,0,0,0,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Trauma & Orthopaedics Surgery,599,1.6,599,1.6,294,50,84,210,50,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Ear Nose Throat,120,0.3,120,0.3,53,49,27,26,49,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Ophthalmology,11,0,11,0,7,4,2,5,4,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Paediatric Dentistry,0,0,0,0,2,73,2,0,73,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Neurosurgery,168,0.5,168,0.5,32,1,5,27,1,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Plastic Surgery,72,0.2,72,0.2,30,103,21,9,103,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Paediatric Surgery,860,2.3,860,2.3,245,148,69,176,148,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Accident & Emergency,285,0.8,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Anaesthetics,"1,056",2.9,748,2,16,0,0,16,0,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Haematology Clinical,371,1,371,1,41,196,33,8,196,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Cardiology,696,1.9,696,1.9,63,26,27,36,26,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Dermatology,0,0,0,0,0,1,0,0,1,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Nephrology,126,0.3,126,0.3,11,118,3,8,118,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Medical Oncology,253,0.7,253,0.7,36,117,33,3,117,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Paediatrics,"3,661",10,"2,733",7.5,903,174,96,807,174,0
2015-2016,30-Sep-15,Belfast,RBHSC,Acute Services,Paediatric Neurology,350,1,350,1,54,6,22,32,6,0
2015-2016,30-Sep-15,Belfast,School of Dentistry,Acute Services,Oral Surgery,0,0,0,0,0,74,0,0,74,0
2015-2016,30-Sep-15,Belfast,School of Dentistry,Acute Services,Restorative Dentistry,0,0,0,0,0,47,0,0,47,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,General Surgery,"2,116",5.8,"1,958",5.3,186,348,137,49,348,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Urology,0,0,0,0,0,37,0,0,37,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Ophthalmology,184,0.5,184,0.5,3,879,0,3,879,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Oral Surgery,0,0,0,0,0,113,0,0,113,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Accident & Emergency,377,1,163,0.4,234,0,0,234,0,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Pain Management,0,0,0,0,0,44,0,0,44,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,General Medicine,"4,963",13.6,"3,988",10.9,673,21,3,670,21,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Gastroenterology,"1,984",5.4,"1,984",5.4,292,310,38,254,310,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Endocrinology,"1,178",3.2,"1,178",3.2,183,0,1,182,0,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Cardiology,"1,543",4.2,"1,469",4,305,12,3,302,12,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Acute Services,Thoracic Medicine,"2,879",7.9,"2,879",7.9,297,25,14,283,25,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Elderly Care,Geriatric Medicine,"1,296",3.5,"1,236",3.4,142,0,0,0,0,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Elderly Care,Old Age Psychiatry,781,2.1,781,2.1,9,0,0,0,0,0
2015-2016,30-Sep-15,Belfast,Mater Infirmorum,Mental Health,Mental Illness,"4,141",11.3,"4,019",11,91,73,0,0,0,0
2015-2016,30-Sep-15,Belfast,Muckamore Abbey,Learning Disability,Learning Disability,"10,999",30.1,"10,629",29,33,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Ards,Acute Services,General Surgery,0,0,0,0,0,556,0,0,556,0
2015-2016,30-Sep-15,South Eastern,Ards,Acute Services,Urology,0,0,0,0,1,475,0,1,475,0
2015-2016,30-Sep-15,South Eastern,Ards,Acute Services,Plastic Surgery,0,0,0,0,0,12,0,0,12,0
2015-2016,30-Sep-15,South Eastern,Ards,Acute Services,General Medicine,0,0,0,0,0,135,0,0,135,0
2015-2016,30-Sep-15,South Eastern,Ards,Acute Services,Gynaecology,0,0,0,0,0,38,0,0,38,0
2015-2016,30-Sep-15,South Eastern,Ards,Acute Services,General Practice Other,450,1.2,253,0.7,21,0,0,21,0,0
2015-2016,30-Sep-15,South Eastern,Ards,Elderly Care,Geriatric Medicine,"1,390",3.8,"1,283",3.5,103,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,General Surgery,"5,669",15.5,"4,725",12.9,"1,068",51,303,765,51,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Urology,"1,183",3.2,"1,183",3.2,279,2,145,134,2,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Trauma & Orthopaedics Surgery,"3,777",10.3,"3,095",8.5,420,18,126,294,18,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Ear Nose Throat,115,0.3,54,0.1,50,131,42,8,131,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Oral Surgery,341,0.9,341,0.9,195,39,54,141,39,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Plastic Surgery,"1,799",4.9,"1,384",3.8,633,247,154,479,247,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Paediatric Surgery,1,0,1,0,1,104,1,0,104,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Accident & Emergency,766,2.1,562,1.5,506,0,0,506,0,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Anaesthetics,942,2.6,609,1.7,50,0,1,49,0,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Pain Management,0,0,0,0,0,212,0,0,212,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,General Medicine,"18,344",50.1,"17,386",47.5,"2,746",934,44,"2,702",933,1
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Haematology Clinical,761,2.1,737,2,99,514,18,81,60,454
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Palliative Medicine,0,0,0,0,1,0,0,1,0,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Cardiology,"2,777",7.6,"2,564",7,551,233,14,537,233,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Dermatology,4,0,4,0,3,850,2,1,850,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Nephrology,248,0.7,248,0.7,37,"3,684",6,31,23,"3,661"
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Neurology,0,0,0,0,1,30,1,0,30,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Rheumatology,2,0,2,0,2,113,0,2,113,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Paediatrics,"2,312",6.3,"1,862",5.1,800,47,6,794,47,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Gynaecology,"1,410",3.9,909,2.5,333,2,166,167,2,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,General Practice Other,0,0,0,0,0,286,0,0,286,0
2015-2016,30-Sep-15,South Eastern,Ulster,Acute Services,Clinical Oncology,0,0,0,0,23,910,4,19,101,809
2015-2016,30-Sep-15,South Eastern,Ulster,Maternity & Child Health,Obstetrics,"4,071",11.1,"2,704",7.4,"1,198",0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Ulster,Maternity & Child Health,Well Babies Obs,"3,171",8.7,"1,548",4.2,959,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Ulster,Elderly Care,Geriatric Medicine,"7,213",19.7,"6,985",19.1,724,143,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Ulster MHU,Mental Health,Mental Illness,"2,208",6,"2,307",6.3,51,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,General Surgery,1,0,1,0,1,304,1,0,304,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,Urology,0,0,0,0,1,381,0,1,381,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,Ear Nose Throat,0,0,0,0,0,10,0,0,10,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,Ophthalmology,0,0,0,0,0,224,0,0,224,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,Plastic Surgery,0,0,0,0,2,158,0,2,158,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,General Medicine,"5,558",15.2,"4,964",13.6,840,301,14,826,301,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,Gynaecology,0,0,0,0,0,173,0,0,173,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Acute Services,General Practice Other,0,0,0,0,0,105,0,0,105,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley,Elderly Care,Geriatric Medicine,"2,130",5.8,"1,761",4.8,101,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley PNU,Elderly Care,Old Age Psychiatry,"1,472",4,"1,356",3.7,20,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Lagan Valley PNU,Mental Health,Mental Illness,"1,840",5,"1,939",5.3,81,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Thompson House,Acute Services,Neurology,"3,312",9,"2,554",7,80,0,71,9,0,0
2015-2016,30-Sep-15,South Eastern,Downshire,Elderly Care,Old Age Psychiatry,"1,840",5,"1,485",4.1,23,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Downshire,Mental Health,Mental Illness,"4,692",12.8,"4,613",12.6,116,0,0,0,0,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,General Surgery,0,0,0,0,0,252,0,0,252,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,Urology,0,0,0,0,0,88,0,0,88,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,Trauma & Orthopaedics Surgery,0,0,0,0,0,18,0,0,18,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,Ear Nose Throat,0,0,0,0,0,14,0,0,14,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,Ophthalmology,0,0,0,0,1,150,0,1,150,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,Oral Surgery,0,0,0,0,0,51,0,0,51,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,General Medicine,"3,563",9.7,"3,291",9,618,39,0,618,39,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,Gastroenterology,0,0,0,0,0,32,0,0,32,0
2015-2016,30-Sep-15,South Eastern,Downe,Acute Services,General Practice Other,0,0,0,0,0,63,0,0,63,0
2015-2016,30-Sep-15,South Eastern,Downe,Elderly Care,Geriatric Medicine,302,0.8,92,0.3,10,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Robinson Memorial,Acute Services,General Practice Other,"1,932",5.3,"1,739",4.8,72,0,0,72,0,0
2015-2016,30-Sep-15,Northern,Dalriada,Acute Services,General Practice Other,"2,015",5.5,"1,960",5.4,80,0,30,50,0,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,General Surgery,"3,748",10.2,"2,995",8.2,729,808,162,567,808,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Urology,362,1,39,0.1,37,621,35,2,621,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Ear Nose Throat,0,0,0,0,0,36,0,0,36,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Accident & Emergency,0,0,0,0,14,0,0,14,0,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Anaesthetics,70,0.2,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Pain Management,0,0,0,0,1,112,1,0,112,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,General Medicine,"6,338",17.3,"5,781",15.8,"1,028",2,15,"1,013",2,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Gastroenterology,29,0.1,29,0.1,10,228,5,5,228,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Endocrinology,13,0,13,0,5,0,1,4,0,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Haematology Clinical,0,0,0,0,0,33,0,0,33,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Rehabilitation,0,0,0,0,13,0,0,13,0,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Cardiology,"1,391",3.8,"1,258",3.4,277,9,26,251,9,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Dermatology,0,0,0,0,0,148,0,0,148,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Thoracic Medicine,54,0.1,54,0.1,25,53,1,24,53,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Paediatrics,"1,136",3.1,294,0.8,345,0,24,321,0,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,Gynaecology,578,1.6,410,1.1,170,157,102,68,157,0
2015-2016,30-Sep-15,Northern,Causeway,Acute Services,General Practice Other,0,0,0,0,0,147,0,0,147,0
2015-2016,30-Sep-15,Northern,Causeway,Maternity & Child Health,Obstetrics,"1,810",4.9,727,2,392,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Causeway,Maternity & Child Health,Well Babies Obs,"1,815",5,558,1.5,268,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Causeway,Elderly Care,Geriatric Medicine,"2,133",5.8,"1,969",5.4,123,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Causeway,Mental Health,Mental Illness,"1,656",4.5,"1,698",4.6,32,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Holywell,Elderly Care,Old Age Psychiatry,"3,128",8.5,"2,766",7.6,27,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Holywell,Mental Health,Mental Illness,"8,004",21.9,"8,044",22,199,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Moyle,Acute Services,General Practice Other,"1,472",4,"1,198",3.3,50,0,0,50,0,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,General Surgery,0,0,0,0,0,402,0,0,402,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,Ear Nose Throat,0,0,0,0,0,58,0,0,58,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,General Medicine,1,0,1,0,0,2,0,0,2,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,Gastroenterology,0,0,0,0,0,618,0,0,618,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,Haematology Clinical,0,0,0,0,0,4,0,0,4,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,Dermatology,0,0,0,0,0,72,0,0,72,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Acute Services,Gynaecology,0,0,0,0,0,161,0,0,161,0
2015-2016,30-Sep-15,Northern,Whiteabbey,Elderly Care,Geriatric Medicine,"4,066",11.1,"3,896",10.6,166,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,General Surgery,0,0,0,0,0,388,0,0,388,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Urology,0,0,0,0,0,11,0,0,11,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Ear Nose Throat,0,0,0,0,0,65,0,0,65,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Ophthalmology,0,0,0,0,0,164,0,0,164,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Pain Management,0,0,0,0,1,75,1,0,75,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,General Medicine,31,0.1,31,0.1,0,1,0,0,1,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Gastroenterology,0,0,0,0,1,450,1,0,450,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Rehabilitation,"1,683",4.6,"1,576",4.3,63,0,1,62,0,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Acute Services,Gynaecology,0,0,0,0,0,29,0,0,29,0
2015-2016,30-Sep-15,Northern,Mid Ulster,Elderly Care,Geriatric Medicine,138,0.4,26,0.1,1,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,General Surgery,"6,731",18.4,"5,660",15.5,"1,278",374,255,"1,023",374,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Urology,0,0,0,0,0,4,0,0,0,4
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Ear Nose Throat,461,1.3,461,1.3,311,158,176,135,158,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Accident & Emergency,469,1.3,243,0.7,491,0,0,491,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Anaesthetics,128,0.3,7,0,1,0,0,1,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,General Medicine,"8,472",23.1,"7,760",21.2,"1,374",5,10,"1,364",3,2
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Gastroenterology,"2,950",8.1,"2,885",7.9,420,533,28,392,533,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Endocrinology,0,0,0,0,3,0,0,3,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Haematology Clinical,647,1.8,643,1.8,72,624,13,59,48,576
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Rehabilitation,0,0,0,0,1,0,0,1,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Palliative Medicine,"1,104",3,"1,026",2.8,43,0,31,12,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Cardiology,"3,174",8.7,"2,770",7.6,547,41,10,537,41,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Dermatology,0,0,0,0,0,62,0,0,62,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Thoracic Medicine,"5,808",15.9,"5,373",14.7,767,60,39,728,60,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Infectious Diseases,61,0.2,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Nephrology,"2,895",7.9,"1,033",2.8,92,"4,359",55,37,3,"4,356"
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Medical Oncology,0,0,0,0,0,340,0,0,19,321
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Rheumatology,135,0.4,124,0.3,18,250,8,10,250,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Paediatrics,"2,958",8.1,"2,129",5.8,901,0,31,870,0,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Gynaecology,824,2.3,708,1.9,283,173,157,126,173,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,General Practice Other,0,0,0,0,0,161,0,0,161,0
2015-2016,30-Sep-15,Northern,Antrim,Acute Services,Clinical Oncology,0,0,0,0,0,405,0,0,23,382
2015-2016,30-Sep-15,Northern,Antrim,Maternity & Child Health,Obstetrics,"3,115",8.5,"1,909",5.2,841,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Antrim,Maternity & Child Health,Well Babies Obs,"2,429",6.6,966,2.6,498,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Antrim,Elderly Care,Geriatric Medicine,"2,941",8,"2,901",7.9,425,0,0,0,0,0
2015-2016,30-Sep-15,Northern,Braid Valley,Acute Services,Dermatology,0,0,0,0,0,6,0,0,6,0
2015-2016,30-Sep-15,Southern,St Lukes,Elderly Care,Old Age Psychiatry,"2,208",6,"1,422",3.9,38,0,0,0,0,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,General Surgery,0,0,0,0,0,488,0,0,488,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Urology,0,0,0,0,0,27,0,0,27,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Trauma & Orthopaedics Surgery,0,0,0,0,0,23,0,0,23,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Ear Nose Throat,0,0,0,0,1,58,1,0,58,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Ophthalmology,0,0,0,0,0,168,0,0,168,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Pain Management,0,0,0,0,0,135,0,0,135,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Gastroenterology,0,0,0,0,0,366,0,0,366,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Rheumatology,0,0,0,0,0,30,0,0,30,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,Gynaecology,0,0,0,0,0,35,0,0,35,0
2015-2016,30-Sep-15,Southern,South Tyrone,Acute Services,General Practice Other,0,0,0,0,0,135,0,0,135,0
2015-2016,30-Sep-15,Southern,South Tyrone,Elderly Care,Geriatric Medicine,"3,312",9,"2,921",8,122,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Banbridge,Acute Services,Rheumatology,0,0,0,0,0,178,0,0,178,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,General Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Urology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Trauma & Orthopaedics Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Ear Nose Throat,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Ophthalmology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Oral Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Restorative Dentistry,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Paediatric Dentistry,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Orthodontics,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Neurosurgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Plastic Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Cardiac Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Paediatric Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Thoracic Surgery,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Accident & Emergency,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Anaesthetics,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Pain Management,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,General Medicine,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Gastroenterology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Endocrinology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Haematology Clinical,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Physiology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Pharmacology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Audiological,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Genetics,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Genetics & Molecular Genetics,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Immunology & Allergy,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Rehabilitation,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Palliative Medicine,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Cardiology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Dermatology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Thoracic Medicine,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Infectious Diseases,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Genito-Urinary Medicine,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Nephrology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Medical Oncology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Nuclear Medicine,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Neurology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Neuro-Physiology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Rheumatology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Paediatrics,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Paediatric Neurology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Dental Medicine Specialties,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Medical Ophthalmology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Gynaecology,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,General Practice Other,0,0,0,0,0,0,0,0,0,0
2015-2016,30-Sep-15,Southern,Lurgan,Acute Services,Clinical Oncology,0,0,0,0,0,0,0,0,0,0
